t	lab_wwtp_unique_id	log_conc	date	lod_sewage	below_LOD	daily_hosp_admits	daily_hosp_admits_for_eval	pop	forecast_date	hosp_calibration_time	site	ww_pop	inf_per_capita
121	2		2024-02-27				7	1e+06	2024-02-05	90	1	4e+05	0.00137118304332127
121	3		2024-02-27				7	1e+06	2024-02-05	90	2	2e+05	0.00137118304332127
121	4		2024-02-27				7	1e+06	2024-02-05	90	3	1e+05	0.00137118304332127
121	5		2024-02-27				7	1e+06	2024-02-05	90	4	50000	0.00137118304332127
122	1		2024-02-28				14	1e+06	2024-02-05	90	1	4e+05	0.00143382583178741
122	2		2024-02-28				14	1e+06	2024-02-05	90	1	4e+05	0.00143382583178741
122	3		2024-02-28				14	1e+06	2024-02-05	90	2	2e+05	0.00143382583178741
122	4		2024-02-28				14	1e+06	2024-02-05	90	3	1e+05	0.00143382583178741
122	5		2024-02-28				14	1e+06	2024-02-05	90	4	50000	0.00143382583178741
123	1		2024-02-29				13	1e+06	2024-02-05	90	1	4e+05	0.00149928295317067
123	2		2024-02-29				13	1e+06	2024-02-05	90	1	4e+05	0.00149928295317067
123	3		2024-02-29				13	1e+06	2024-02-05	90	2	2e+05	0.00149928295317067
123	4		2024-02-29				13	1e+06	2024-02-05	90	3	1e+05	0.00149928295317067
123	5		2024-02-29				13	1e+06	2024-02-05	90	4	50000	0.00149928295317067
124	1		2024-03-01				9	1e+06	2024-02-05	90	1	4e+05	0.00156736770858743
124	2		2024-03-01				9	1e+06	2024-02-05	90	1	4e+05	0.00156736770858743
124	3		2024-03-01				9	1e+06	2024-02-05	90	2	2e+05	0.00156736770858743
124	4		2024-03-01				9	1e+06	2024-02-05	90	3	1e+05	0.00156736770858743
124	5		2024-03-01				9	1e+06	2024-02-05	90	4	50000	0.00156736770858743
125	1		2024-03-02				15	1e+06	2024-02-05	90	1	4e+05	0.00163860318776472
125	2		2024-03-02				15	1e+06	2024-02-05	90	1	4e+05	0.00163860318776472
125	3		2024-03-02				15	1e+06	2024-02-05	90	2	2e+05	0.00163860318776472
125	4		2024-03-02				15	1e+06	2024-02-05	90	3	1e+05	0.00163860318776472
125	5		2024-03-02				15	1e+06	2024-02-05	90	4	50000	0.00163860318776472
126	1		2024-03-03				10	1e+06	2024-02-05	90	1	4e+05	0.00171309115137499
126	2		2024-03-03				10	1e+06	2024-02-05	90	1	4e+05	0.00171309115137499
126	3		2024-03-03				10	1e+06	2024-02-05	90	2	2e+05	0.00171309115137499
126	4		2024-03-03				10	1e+06	2024-02-05	90	3	1e+05	0.00171309115137499
126	5		2024-03-03				10	1e+06	2024-02-05	90	4	50000	0.00171309115137499
127	1		2024-03-04				10	1e+06	2024-02-05	90	1	4e+05	0.00163994741751005
127	2		2024-03-04				10	1e+06	2024-02-05	90	1	4e+05	0.00163994741751005
127	3		2024-03-04				10	1e+06	2024-02-05	90	2	2e+05	0.00163994741751005
127	4		2024-03-04				10	1e+06	2024-02-05	90	3	1e+05	0.00163994741751005
127	5		2024-03-04				10	1e+06	2024-02-05	90	4	50000	0.00163994741751005
